company,activity,type,source,alternatives
https://www.almay.com/,2,beauty and cosmetic,https://crueltyfree.peta.org/companies-do-test/," https://houseofmakeup.com/  , https://basilskincare.in   , https://miva.co.in/ , www.soultree.in  , https://rubysorganics.in/ , www.lotusherbals.com ,  http://justherbs.in , www.kamaayurveda.com , www.auravedic.com"
https://always.com/en-us,2,hygiene products,https://crueltyfree.peta.org/companies-do-test/,
https://www.jnj.com/healthcare-products,2,skincare,https://crueltyfree.peta.org/companies-do-test/," https://houseofmakeup.com/  , https://basilskincare.in   , https://miva.co.in/ , www.soultree.in  , https://rubysorganics.in/ , www.lotusherbals.com ,  http://justherbs.in , www.kamaayurveda.com , www.auravedic.com"
https://annasui.com/,2,fashion,https://crueltyfree.peta.org/companies-do-test/,https://www.fabindia.com/
https://www.acquadiparma.com/,2,fashion,https://crueltyfree.peta.org/companies-do-test/,https://www.fabindia.com/
https://www.gsk.com/en-gb/products/our-consumer-healthcare-products/oral-health/aquafresh/,2,consumer products,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us , https://himalayawellness.in/"
https://www.elcompanies.com/en/our-brands/aramis,2,perfume,https://crueltyfree.peta.org/companies-do-test/,https://www.skinn.in/
https://www.armandhammer.com/,2,consumer products,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us , https://himalayawellness.in/"
http://www.arrid.com/,2,perfume,https://crueltyfree.peta.org/companies-do-test/,https://www.skinn.in/
https://www.ateliercologne.com/,2,perfume,https://crueltyfree.peta.org/companies-do-test/,https://www.skinn.in/
https://www.aveeno.com/,2,skincare,https://crueltyfree.peta.org/companies-do-test/," https://houseofmakeup.com/  , https://basilskincare.in   , https://miva.co.in/ , www.soultree.in  , https://rubysorganics.in/ , www.lotusherbals.com ,  http://justherbs.in , www.kamaayurveda.com , www.auravedic.com"
https://www.baindesoleil.com/,2,skincare,https://crueltyfree.peta.org/companies-do-test/," https://houseofmakeup.com/  , https://basilskincare.in   , https://miva.co.in/ , www.soultree.in  , https://rubysorganics.in/ , www.lotusherbals.com ,  http://justherbs.in , www.kamaayurveda.com , www.auravedic.com"
https://www.balenciaga.com/,2,fashion,https://crueltyfree.peta.org/companies-do-test/,https://www.fabindia.com/
https://www.band-aid.com/,2,band aid company,https://crueltyfree.peta.org/companies-do-test/,https://himalayawellness.in/
https://www.bauschhealth.com/,2,pharmaceuticals,https://crueltyfree.peta.org/companies-do-test/,https://himalayawellness.in/
https://www.beiersdorf.com/,2,consumer products,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us , https://himalayawellness.in/"
https://www.benefitcosmetics.com/en-in,2,beauty and cosmetic,https://crueltyfree.peta.org/companies-do-test/," https://houseofmakeup.com/  , https://basilskincare.in   , https://miva.co.in/ , www.soultree.in  , https://rubysorganics.in/ , www.lotusherbals.com ,  http://justherbs.in , www.kamaayurveda.com , www.auravedic.com"
https://www.bengay.com/,2,pharmaceuticals,https://crueltyfree.peta.org/companies-do-test/,https://himalayawellness.in/
https://us.bic.com/en_us/about_bic,2,consumer products,https://crueltyfree.peta.org/companies-do-test/,"https://godrejcp.com/know-us , https://himalayawellness.in/"
https://www.biotene.com/,2,dental products,https://crueltyfree.peta.org/companies-do-test/,https://www.dabur.com/
